anio_insc;prov_insc;cau_div;dur_mat;edad_hom;p_etnica_hom;niv_insth;area_resh;edad_muj;p_etnica_muj;niv_instm;area_resm
1;El Oro;MUTUO ACUERDO;4;24;6;2;1;2;6;2;11
1;Carchi;ABANDONO;28;54;6;4;1;4;6;4;11
1;Sucumbíos;MUTUO ACUERDO;11;47;6;1;1;1;6;7;11
1;Loja;ABANDONO;3;25;6;1;0;1;6;1;11
1;Los Ríos; DESCONOCIDO;8;37;6;1;1;1;6;10;11
1;Manabí;ABANDONO;32;77;6;2;1;2;6;2;11
1;Bolívar;MUTUO ACUERDO;21;47;6;1;1;1;6;10;11
1;Bolívar;ABANDONO;15;40;Afroecuatoriano/Afrodescendiente;2;1;2;1;2;11
1;Chimborazo;MUTUO ACUERDO;0;27;6;1;1;1;6;3;11
1;Guayas;MUTUO ACUERDO;1;34;7;10;1;10;6;1;11
1;Guayas;MUTUO ACUERDO;8;47;6;10;1;10;6;3;11
1;Chimborazo;ABANDONO;28;50;6;1;0;1;6;1;11
1;Chimborazo;MUTUO ACUERDO;14;42;6;3;1;3;6;4;11
1;Carchi;MUTUO ACUERDO;1;33;6;10;1;10;6;1;11
1;Pichincha;MUTUO ACUERDO;6;47;6;10;1;10;6;1;11
1;Pichincha;MUTUO ACUERDO;2;41;6;1;1;1;6;1;11
1;Pichincha;MUTUO ACUERDO;7;29;6;1;0;1;6;2;10
1;Pichincha;ABANDONO;7;30;6;2;1;2;6;2;11
1;Pichincha;MUTUO ACUERDO;6;33;6;1;1;1;6;1;11
1;Pichincha;ABANDONO;21;43;6;3;1;3;6;1;11
1;Pichincha;MUTUO ACUERDO;11;34;6;1;1;1;6;1;11
1;Pichincha;ABANDONO;12;36;6;10;1;10;6;1;11
1;Pichincha;ABANDONO;4;28;6;1;1;1;6;1;11
1;Pichincha;ABANDONO;9;37;6;1;1;1;6;1;11
1;Pichincha;FALTA DE ARMONIA;9;50;6;10;1;10;6;10;11
1;Pichincha;MUTUO ACUERDO;28;50;6;10;1;10;6;1;11
1;Pichincha;MUTUO ACUERDO;3;34;6;10;1;10;6;10;11
1;Pichincha;MUTUO ACUERDO;26;49;6;4;1;4;6;2;11
1;Pichincha;MUTUO ACUERDO;5;37;6;1;1;1;6;10;11
1;Pichincha;MUTUO ACUERDO;10;33;6;1;1;1;6;10;11
1;Pichincha;ABANDONO;28;64;6;3;1;3;6;2;11
1;Pichincha; DESCONOCIDO;11;34;6;3;1;3;6;1;11
1;Pichincha;MUTUO ACUERDO;2;30;7;1;1;1;6;10;11
1;Pichincha;MUTUO ACUERDO;9;33;6;10;1;10;6;1;11
1;Pichincha;MUTUO ACUERDO;3;26;6;1;1;1;6;1;10
1;Pichincha;ABANDONO;16;37;6;1;1;1;6;1;11
1;Pichincha;ABANDONO;9;39;6;3;1;3;6;3;11
1;Pichincha;ABANDONO;20;58;6;1;1;1;6;2;11
1;Pichincha;MUTUO ACUERDO;10;33;6;3;1;3;6;10;11
1;Pichincha;MUTUO ACUERDO;2;26;6;1;1;1;6;10;11
1;Cañar;MUTUO ACUERDO;6;29;6;1;1;1;6;1;10
1;Pichincha;MUTUO ACUERDO;9;33;6;1;1;1;6;1;11
1;Pichincha;MUTUO ACUERDO;15;45;6;2;1;2;6;2;11
1;Pichincha;MUTUO ACUERDO;19;67;6;10;1;10;6;4;11
1;Pichincha;MUTUO ACUERDO;6;29;6;1;0;1;6;1;11
1;Cañar;ABANDONO;19;49;6;10;1;10;6;10;11
1;Cañar;ABANDONO;3;25;6;1;1;1;6;10;11
1;Cañar;ABANDONO;1;36;6;1;1;1;5;10;11
1;Cañar;ABANDONO;33;59;6;1;1;1;6;1;11
1;Azuay;ABANDONO;15;39;6;4;1;4;6;1;10
1;Azuay;ABANDONO;60;79;6;4;1;4;6;11;11
1;Azuay;MUTUO ACUERDO;2;24;6;1;0;1;6;1;10
1;Azuay;MUTUO ACUERDO;23;44;6;4;1;4;6;4;11
1;Azuay;ABANDONO;26;55;6;4;1;4;6;2;11
1;Azuay;ABANDONO;2;28;6;2;1;2;6;1;11
1;Azuay;MUTUO ACUERDO;36;62;6;10;1;10;6;3;11
1;Azuay;ABANDONO;27;51;6;4;1;4;6;1;11
1;Azuay;MUTUO ACUERDO;4;26;6;1;1;1;6;2;11
1;Cañar;MUTUO ACUERDO;13;37;Afroecuatoriano/Afrodescendiente;4;1;4;1;4;10
1;El Oro;ABANDONO;2;40;6;10;1;10;6;1;11
1;El Oro;AMENAZA CONTRA LA VIDA;14;43;6;10;1;10;6;3;11
1;El Oro;ABANDONO;7;30;6;4;1;4;6;4;11
1;Loja;MUTUO ACUERDO;5;34;6;4;1;4;6;0;11
1;El Oro;MUTUO ACUERDO;10;51;6;3;1;3;6;4;11
1;El Oro;ABANDONO;12;34;6;3;1;3;6;4;11
1;El Oro;MUTUO ACUERDO;21;51;6;4;1;4;6;3;11
1;Loja;MUTUO ACUERDO;22;46;6;2;1;2;6;1;11
1;Loja;MUTUO ACUERDO;10;31;6;1;1;1;6;2;11
1;Manabí;MUTUO ACUERDO;19;48;6;2;1;2;6;7;11
1;Manabí;ABANDONO;29;54;6;1;1;1;6;1;11
1;Manabí;ABANDONO;21;46;6;2;1;2;6;2;11
1;Manabí;MUTUO ACUERDO;14;31;6;2;1;2;6;2;11
1;Manabí;MUTUO ACUERDO;19;48;6;3;1;3;6;1;11
1;Manabí;ABANDONO;20;48;6;10;1;10;6;10;10
1;Manabí;ABANDONO;21;57;6;4;1;4;6;4;11
1;Manabí;MUTUO ACUERDO;11;33;6;3;1;3;6;3;11
1;Manabí;MUTUO ACUERDO;23;48;6;4;1;4;6;4;11
1;Manabí;MUTUO ACUERDO;23;44;6;2;0;2;6;1;11
1;Manabí;MUTUO ACUERDO;14;37;6;10;1;10;6;10;11
1;Manabí;MUTUO ACUERDO;9;44;6;1;1;1;6;1;11
1;Manabí;MUTUO ACUERDO;2;33;6;10;1;10;6;10;11
1;Manabí;ABANDONO;22;48;6;2;1;2;6;1;11
1;Manabí;ABANDONO;33;57;6;4;1;4;6;4;11
1;Manabí;MUTUO ACUERDO;22;46;6;4;0;4;6;4;10
1;Santo Domingo de los Tsáchilas;MUTUO ACUERDO;21;46;4;4;1;4;6;8;10
1;Santo Domingo de los Tsáchilas;MUTUO ACUERDO;24;45;6;4;1;4;6;10;11
1;Santo Domingo de los Tsáchilas;MUTUO ACUERDO;9;29;6;2;1;2;6;1;11
1;Santo Domingo de los Tsáchilas;MUTUO ACUERDO;5;28;6;1;1;1;6;1;11
1;Santo Domingo de los Tsáchilas;MUTUO ACUERDO;1;37;6;1;1;1;6;1;11
1;Santo Domingo de los Tsáchilas;MUTUO ACUERDO;24;48;6;3;1;3;6;4;11
1;Santo Domingo de los Tsáchilas;ABANDONO;39;63;6;4;1;4;6;3;11
1;Santo Domingo de los Tsáchilas;MUTUO ACUERDO;7;28;6;1;1;1;6;2;11
1;Santo Domingo de los Tsáchilas;MUTUO ACUERDO;4;28;6;1;1;1;6;10;11
1;Santo Domingo de los Tsáchilas;MUTUO ACUERDO;8;40;6;1;1;1;6;2;11
1;Santo Domingo de los Tsáchilas;MUTUO ACUERDO;12;43;6;10;1;10;6;1;11
1;Guayas;MUTUO ACUERDO;19;44;6;3;1;3;6;3;11
1;Guayas;ABANDONO;3;33;6;3;1;3;6;1;11
1;Bolívar;MUTUO ACUERDO;1;22;9;0;1;0;6;10;11
1;Bolívar;MUTUO ACUERDO;4;26;6;10;0;10;6;10;11
1;Guayas;MUTUO ACUERDO;19;50;6;3;1;3;6;3;11
1;Guayas;MUTUO ACUERDO;14;38;6;3;1;3;6;3;11
1;Guayas;MUTUO ACUERDO;5;37;6;3;1;3;6;3;11
1;Guayas;MUTUO ACUERDO;12;41;6;3;1;3;6;3;11
1;Guayas;ABANDONO;11;33;6;3;1;3;6;3;11
1;Guayas;MUTUO ACUERDO;14;35;6;3;1;3;6;3;11
1;Guayas;MUTUO ACUERDO;30;64;6;3;1;3;6;3;11
1;Guayas;MUTUO ACUERDO;39;59;6;3;1;3;6;3;11
1;Guayas;MUTUO ACUERDO;40;63;6;3;1;3;6;3;11
1;Guayas;MUTUO ACUERDO;12;50;6;3;1;3;6;10;11
1;Guayas;ABANDONO;4;37;6;3;1;3;6;1;11
1;Guayas;ABANDONO;9;37;6;3;1;3;6;3;11
1;Guayas;MUTUO ACUERDO;6;40;6;1;1;1;6;1;11
1;Guayas;MUTUO ACUERDO;19;43;6;1;1;1;6;1;11
1;Guayas;MUTUO ACUERDO;12;42;6;1;1;1;6;1;11
1;Guayas;MUTUO ACUERDO;9;41;6;3;1;3;6;4;11
1;Guayas;MUTUO ACUERDO;6;52;6;10;1;10;9;0;11
1;Guayas;ABANDONO;5;29;6;10;1;10;6;10;11
1;Guayas;MUTUO ACUERDO;3;34;6;3;1;3;6;10;11
1;Guayas;MUTUO ACUERDO;9;29;6;1;1;1;6;3;11
1;Guayas;MUTUO ACUERDO;2;35;6;10;1;10;6;10;11
1;Tungurahua;ABANDONO;6;50;6;4;0;4;6;4;10
1;Tungurahua;ABANDONO;10;39;6;4;1;4;6;3;11
1;Los Ríos;MUTUO ACUERDO;12;48;6;1;1;1;6;1;11
1;Los Ríos;MUTUO ACUERDO;4;26;6;2;1;2;6;2;11
1;Los Ríos;MUTUO ACUERDO;5;33;6;1;1;1;6;1;11
1;Los Ríos;MUTUO ACUERDO;28;55;6;1;1;1;6;5;11
1;Los Ríos;MUTUO ACUERDO;6;28;9;0;1;0;6;10;11
1;Los Ríos;MUTUO ACUERDO;8;35;6;10;1;10;6;1;11
1;Los Ríos;MUTUO ACUERDO;8;51;6;1;1;1;6;1;11
1;Guayas;MUTUO ACUERDO;26;53;6;3;1;3;6;3;11
1;Santa Elena;MUTUO ACUERDO;20;48;9;1;1;1;9;1;11
1;Santa Elena;MUTUO ACUERDO;28;50;9;1;1;1;9;3;11
1;Guayas;ABANDONO;19;46;6;3;1;3;6;3;11
1;Guayas;ABANDONO;6;24;6;1;1;1;6;1;11
1;Guayas;ABANDONO;23;53;6;3;1;3;6;3;11
1;Guayas;MUTUO ACUERDO;0;36;6;3;1;3;6;3;11
1;Guayas;ABANDONO;20;39;6;3;1;3;6;3;11
1;Guayas;MUTUO ACUERDO;12;43;6;3;1;3;6;3;11
1;Guayas;ABANDONO;18;51;6;4;1;4;6;3;11
1;Guayas;ABANDONO;11;44;6;3;1;3;6;3;11
1;Guayas;ABANDONO;13;40;6;4;1;4;6;8;11
1;Guayas;MUTUO ACUERDO;9;40;6;2;1;2;6;3;11
1;Manabí;MUTUO ACUERDO;28;47;6;2;1;2;6;4;10
1;Guayas;MUTUO ACUERDO;23;47;6;4;1;4;6;4;11
1;Guayas;MUTUO ACUERDO;25;48;6;3;1;3;6;3;11
1;Manabí;MUTUO ACUERDO;2;34;6;10;1;10;6;1;11
1;Manabí;AMENAZA CONTRA LA VIDA;19;49;6;10;1;10;6;10;11
1;Manabí;MUTUO ACUERDO;5;24;6;1;1;1;6;10;11
1;Manabí;MUTUO ACUERDO;17;37;6;1;1;1;6;1;11
1;Manabí;MUTUO ACUERDO;3;59;6;10;1;10;6;10;11
1;Manabí;MUTUO ACUERDO;8;42;6;2;1;2;6;1;11
1;Manabí;MUTUO ACUERDO;29;53;6;10;1;10;6;10;11
1;Manabí;ABANDONO;35;59;6;2;1;2;6;1;11
1;Manabí;MUTUO ACUERDO;20;40;6;1;1;1;6;1;11
1;Manabí;MUTUO ACUERDO;5;27;6;1;1;1;6;1;11
1;Guayas;MUTUO ACUERDO;0;27;6;10;1;10;6;10;11
1;Guayas;MUTUO ACUERDO;4;30;6;10;1;10;6;2;11
1;Guayas;MUTUO ACUERDO;10;38;6;4;1;4;6;1;11
1;Guayas;ABANDONO;5;31;6;3;1;3;6;1;11
1;Guayas;MUTUO ACUERDO;2;27;6;10;1;10;6;10;11
1;Guayas;MUTUO ACUERDO;6;29;6;10;1;10;6;1;11
1;Guayas;ABANDONO;4;29;6;2;1;2;6;2;11
1;Guayas;MUTUO ACUERDO;11;38;6;1;1;1;6;1;11
1;Guayas;MUTUO ACUERDO;3;44;6;1;1;1;6;1;11
1;Guayas;MUTUO ACUERDO;10;34;6;4;1;4;6;1;11
1;Guayas;MUTUO ACUERDO;0;27;6;2;1;2;6;1;11
1;Guayas;MUTUO ACUERDO;32;60;6;4;1;4;6;4;11
1;Santa Elena;MUTUO ACUERDO;13;52;9;10;1;10;9;3;11
1;Santa Elena;ABANDONO;6;28;6;1;1;1;6;2;11
1;Imbabura;MUTUO ACUERDO;37;54;Afroecuatoriano/Afrodescendiente;2;0;2;1;2;10
1;Imbabura;ABANDONO;10;35;Afroecuatoriano/Afrodescendiente;2;1;2;8;2;11
1;Imbabura;MUTUO ACUERDO;3;25;Afroecuatoriano/Afrodescendiente;1;1;1;1;10;11
1;Imbabura;MUTUO ACUERDO;5;29;6;1;1;1;6;1;11
1;Imbabura;ABANDONO;39;66;6;3;1;3;6;3;11
1;Imbabura;MUTUO ACUERDO;25;51;6;3;0;3;6;3;10
1;Imbabura;MUTUO ACUERDO;5;31;6;3;1;3;6;3;11
1;Imbabura;MUTUO ACUERDO;3;30;Afroecuatoriano/Afrodescendiente;1;1;1;1;1;11
1;Carchi;MUTUO ACUERDO;12;45;Mestizo;4;1;4;6;4;10
1;Carchi;ABANDONO;22;48;9;0;1;0;9;0;11
1;Carchi;ABANDONO;45;65;9;0;1;0;9;0;11
1;Imbabura;ABANDONO;22;47;9;3;1;3;9;4;11
1;Imbabura;ABANDONO;5;30;6;10;1;10;6;10;11
1;Imbabura;FALTA DE ARMONIA;3;70;6;4;1;4;6;10;11
1;Imbabura;ABANDONO;18;41;Afroecuatoriano/Afrodescendiente;4;1;4;1;4;11
1;Imbabura;MUTUO ACUERDO;11;33;6;3;1;3;6;3;11
1;Imbabura;ABANDONO;10;34;6;3;1;3;6;3;11
1;Imbabura;MUTUO ACUERDO;41;75;6;7;1;7;6;7;11
1;Imbabura;ABANDONO;17;35;6;7;1;7;6;7;11
1;Imbabura;ABANDONO;5;28;6;2;1;2;6;4;11
1;Imbabura;ABANDONO;46;70;Afroecuatoriano/Afrodescendiente;7;1;7;1;7;11
1;Imbabura;MUTUO ACUERDO;14;36;6;4;1;4;6;4;11
1;Imbabura;MUTUO ACUERDO;3;30;9;4;1;4;9;2;11
1;Imbabura;MUTUO ACUERDO;19;44;Mestizo;4;1;4;2;4;11
1;Imbabura;MUTUO ACUERDO;7;51;6;4;1;4;6;4;11
1;Imbabura;MUTUO ACUERDO;7;32;6;4;1;4;6;2;11
1;Esmeraldas;FALTA DE ARMONIA;5;37;Montubio;10;1;10;6;10;11
1;Esmeraldas; DESCONOCIDO;32;59;6;2;1;2;6;2;11
1;Esmeraldas;FALTA DE ARMONIA;7;34;6;10;1;10;6;10;11
1;Esmeraldas;FALTA DE ARMONIA;41;68;4;2;1;2;6;2;11
1;Esmeraldas;FALTA DE ARMONIA;11;32;6;1;1;1;6;1;11
1;Esmeraldas;FALTA DE ARMONIA;8;57;Montubio;10;1;10;6;10;11
1;Esmeraldas;FALTA DE ARMONIA;21;60;6;1;1;1;4;10;11
1;Esmeraldas;FALTA DE ARMONIA;18;44;6;3;1;3;6;3;11
1;Esmeraldas; DESCONOCIDO;2;45;6;1;1;1;6;10;11
1;Esmeraldas;FALTA DE ARMONIA;16;38;6;3;1;3;6;0;11
1;Esmeraldas;FALTA DE ARMONIA;3;27;6;1;1;1;3;1;11
1;Esmeraldas;FALTA DE ARMONIA;4;24;6;1;1;1;4;1;11
1;Esmeraldas;FALTA DE ARMONIA;2;25;6;1;1;1;3;1;11
1;Esmeraldas;FALTA DE ARMONIA;6;34;9;4;1;4;6;3;11
1;Esmeraldas; DESCONOCIDO;15;34;5;2;1;2;6;1;11
1;Esmeraldas;FALTA DE ARMONIA;9;35;6;10;1;10;6;10;11
1;Esmeraldas;FALTA DE ARMONIA;17;38;6;1;1;1;6;1;11
1;Sucumbíos;ABANDONO;3;23;9;1;1;1;9;1;10
1;Sucumbíos;FALTA DE ARMONIA;13;41;6;1;1;1;6;1;11
1;Sucumbíos;MUTUO ACUERDO;15;34;6;1;1;1;6;1;11
1;Sucumbíos;MUTUO ACUERDO;5;33;9;1;1;1;9;10;11
1;Sucumbíos;MUTUO ACUERDO;9;35;9;2;0;2;9;2;11
1;Carchi;MUTUO ACUERDO;17;42;6;3;1;3;6;3;11
1;Pichincha;ABANDONO;16;34;6;1;1;1;6;1;11
1;Pichincha;ABANDONO;9;56;6;1;1;1;7;1;11
1;Pichincha;MUTUO ACUERDO;3;33;6;10;1;10;6;10;11
1;Pichincha;MUTUO ACUERDO;11;34;6;1;1;1;6;1;11
1;Pichincha;MUTUO ACUERDO;17;40;6;10;1;10;6;10;11
1;Pichincha;MUTUO ACUERDO;28;53;6;10;1;10;6;1;11
1;Guayas;MUTUO ACUERDO;8;48;5;1;1;1;6;1;11
1;Guayas;MUTUO ACUERDO;24;50;6;1;1;1;6;1;11
1;Pichincha;MUTUO ACUERDO;5;37;6;3;1;3;6;4;11
1;Guayas;ABANDONO;4;32;6;1;1;1;6;1;11
1;Pichincha;MUTUO ACUERDO;11;33;6;2;1;2;6;3;11
1;Guayas;MUTUO ACUERDO;19;45;6;3;1;3;6;3;11
1;Guayas;MUTUO ACUERDO;5;41;6;3;1;3;6;3;11
1;Guayas;MUTUO ACUERDO;2;38;6;3;1;3;6;3;11
1;Guayas;MUTUO ACUERDO;8;33;6;3;1;3;6;3;11
1;Guayas;MUTUO ACUERDO;6;37;6;3;1;3;6;1;11
1;Guayas;ABANDONO;7;28;6;1;1;1;6;1;11
1;Guayas;MUTUO ACUERDO;8;34;6;4;1;4;6;3;11
1;Guayas;ABANDONO;3;43;6;10;1;10;6;1;11
1;Guayas;ABANDONO;5;31;6;3;1;3;6;1;11
1;Santo Domingo de los Tsáchilas;MUTUO ACUERDO;5;33;6;1;1;1;6;1;11
1;Santo Domingo de los Tsáchilas;MUTUO ACUERDO;3;23;6;1;1;1;6;10;11
1;Guayas;MUTUO ACUERDO;15;43;6;1;1;1;6;1;11
1;Guayas;ABANDONO;17;51;6;1;1;1;6;1;11
1;Los Ríos;MUTUO ACUERDO;21;43;6;2;1;2;6;2;11
1;Pichincha;MUTUO ACUERDO;5;34;6;1;1;1;6;1;11
1;Pastaza;ABANDONO;16;43;6;1;1;1;6;1;11
1;Orellana;ABANDONO;6;59;6;4;1;4;6;3;11
1;Chimborazo;ABANDONO;15;34;6;1;1;1;6;1;11
1;Chimborazo;MUTUO ACUERDO;3;35;6;10;1;10;6;8;11
1;Orellana;ABANDONO;17;41;6;4;0;4;6;4;10
1;Orellana;MUTUO ACUERDO;6;27;6;1;1;1;6;1;11
1;Pastaza;MUTUO ACUERDO;18;48;Afroecuatoriano/Afrodescendiente;2;1;2;1;4;11
1;Pastaza;MUTUO ACUERDO;5;29;6;10;1;10;6;1;11
1;Pastaza;MUTUO ACUERDO;2;21;6;2;1;2;6;1;11
1;Napo;MUTUO ACUERDO;30;50;6;4;1;4;6;4;11
1;Pastaza;ABANDONO;4;26;6;10;1;10;6;1;11
1;Pastaza;MUTUO ACUERDO;29;55;6;4;1;4;6;3;11
1;Pastaza;MUTUO ACUERDO;3;28;6;10;0;10;6;10;11
1;Pastaza;ABANDONO;15;41;Afroecuatoriano/Afrodescendiente;3;1;3;1;3;11
1;Pastaza;MUTUO ACUERDO;17;47;6;3;1;3;6;3;11
1;Pichincha;MUTUO ACUERDO;0;39;6;1;0;1;6;1;10
1;Pichincha;MUTUO ACUERDO;19;42;6;1;1;1;6;10;11
1;Pichincha; DESCONOCIDO;5;37;6;1;1;1;6;10;11
1;Pichincha;MUTUO ACUERDO;11;33;6;2;1;2;6;1;11
1;Pichincha;ABANDONO;14;53;6;2;1;2;6;2;11
1;Pichincha;MUTUO ACUERDO;24;51;6;1;1;1;6;10;11
1;Pichincha;ABANDONO;3;46;6;4;1;4;6;10;11
1;Pichincha;MUTUO ACUERDO;9;40;6;2;1;2;6;10;11
1;Pichincha;MUTUO ACUERDO;11;33;6;2;0;2;6;3;11
1;Pichincha;MUTUO ACUERDO;8;36;6;10;1;10;6;10;11
1;Pichincha;MUTUO ACUERDO;29;52;6;10;1;10;6;1;11
1;Pichincha;MUTUO ACUERDO;0;47;6;10;0;10;6;1;10
1;Pichincha;MUTUO ACUERDO;15;40;6;2;1;2;6;1;11
1;Pichincha;MUTUO ACUERDO;3;41;9;4;1;4;6;1;11
1;Pichincha;MUTUO ACUERDO;5;37;6;1;1;1;6;2;11
1;Pichincha;ABANDONO;26;57;6;1;1;1;6;1;11
1;Pichincha;MUTUO ACUERDO;20;37;6;2;1;2;6;1;11
1;Manabí;MUTUO ACUERDO;13;38;6;2;1;2;6;1;11
1;Pichincha;FALTA DE ARMONIA;10;32;6;1;1;1;6;3;11
1;Pichincha;ABANDONO;13;35;6;1;1;1;6;1;11
1;Pichincha;AMENAZA CONTRA LA VIDA;5;33;6;10;1;10;6;10;11
1;Pichincha;ABANDONO;10;54;6;10;0;10;6;10;10
1;Pichincha;MUTUO ACUERDO;0;24;6;10;1;10;6;2;11
1;Pichincha;ABANDONO;27;56;6;3;1;3;6;2;11
1;Pichincha;ABANDONO;30;53;6;1;1;1;6;1;11
1;Pichincha;MUTUO ACUERDO;12;37;6;7;1;7;6;1;11
1;Pichincha;ABANDONO;26;61;6;4;1;4;6;2;10
1;Pichincha; DESCONOCIDO;6;34;6;10;1;10;6;10;11
1;Pichincha;MUTUO ACUERDO;11;38;6;10;1;10;6;1;11
1;Pichincha;MUTUO ACUERDO;5;31;6;1;1;1;6;1;10
1;Pichincha;ABANDONO;26;44;6;2;0;2;6;4;10
1;Pichincha;ABANDONO;16;44;6;10;1;10;6;1;11
1;Pichincha;MUTUO ACUERDO;12;37;6;3;1;3;6;3;11
1;Pichincha;MUTUO ACUERDO;0;44;6;1;1;1;6;10;11
1;Pichincha;ABANDONO;32;50;6;1;1;1;6;10;11
1;Pichincha;MUTUO ACUERDO;15;39;6;10;1;10;6;1;11
1;Pichincha;MUTUO ACUERDO;8;33;6;3;1;3;6;1;11
1;Pichincha;MUTUO ACUERDO;9;35;6;1;1;1;6;3;11
1;Pichincha;MUTUO ACUERDO;27;55;6;10;0;10;6;1;10
1;Pichincha;MUTUO ACUERDO;7;42;6;10;1;10;6;10;11
1;Pichincha;MUTUO ACUERDO;14;48;6;10;1;10;6;1;11
1;Manabí;ABANDONO;26;48;6;1;1;1;6;10;11
1;Manabí;ABANDONO;29;54;6;10;1;10;6;3;11
1;Manabí;MUTUO ACUERDO;9;45;6;1;1;1;6;3;11
1;Los Ríos;MUTUO ACUERDO;7;51;6;2;1;2;6;2;11
1;Manabí; DESCONOCIDO;13;52;9;0;1;0;6;1;11
1;Manabí;MUTUO ACUERDO;16;35;6;2;1;2;6;1;11
1;Cotopaxi;MUTUO ACUERDO;4;31;6;3;1;3;6;1;11
1;Cotopaxi;MUTUO ACUERDO;18;39;6;3;1;3;6;3;11
1;Tungurahua;ADULTERIO;8;31;6;3;1;3;6;1;11
1;Tungurahua; DESCONOCIDO;22;40;6;4;0;4;6;4;10
1;Tungurahua;MUTUO ACUERDO;30;56;6;4;1;4;6;4;11
1;Tungurahua;ABANDONO;26;44;6;4;0;4;6;4;10
1;Tungurahua;MUTUO ACUERDO;13;50;6;3;1;3;6;4;11
1;Santo Domingo de los Tsáchilas;MUTUO ACUERDO;9;39;6;2;0;2;6;4;11
1;Guayas;MUTUO ACUERDO;3;37;6;10;1;10;6;10;11
1;Guayas;MUTUO ACUERDO;24;46;6;1;1;1;5;3;11
1;Pichincha;MUTUO ACUERDO;4;27;6;1;1;1;6;1;11
1;Pichincha;MUTUO ACUERDO;16;35;6;4;1;4;6;4;11
1;Guayas;MUTUO ACUERDO;25;47;6;1;1;1;6;1;11
1;Guayas;ABANDONO;0;72;6;3;1;3;6;3;11
1;Guayas;MUTUO ACUERDO;21;56;6;3;1;3;6;3;11
1;Guayas;MUTUO ACUERDO;29;54;6;1;1;1;6;0;11
1;Tungurahua;ADULTERIO;20;40;6;4;0;4;6;4;10
1;Tungurahua;ABANDONO;19;40;6;3;1;3;6;3;11
1;Tungurahua;ABANDONO;4;29;6;1;1;1;9;1;11
1;Tungurahua;ABANDONO;8;33;6;1;1;1;6;1;11
1;Chimborazo;ABANDONO;37;58;6;4;1;4;6;4;11
1;Chimborazo;ABANDONO;30;71;6;10;1;10;6;3;11
1;Chimborazo;MUTUO ACUERDO;11;39;6;1;1;1;6;1;11
1;Pichincha;MUTUO ACUERDO;13;52;6;1;1;1;6;1;11
1;Pichincha;MUTUO ACUERDO;19;54;6;10;1;10;6;10;11
1;Pichincha;MUTUO ACUERDO;23;46;6;1;1;1;6;10;11
1;Guayas;MUTUO ACUERDO;9;33;6;3;1;3;6;3;11
1;Pichincha;MUTUO ACUERDO;1;24;6;1;0;1;6;1;10
1;Guayas;ABANDONO;21;48;6;4;1;4;6;3;11
1;Guayas;MUTUO ACUERDO;37;66;6;3;1;3;6;3;11
1;Guayas;MUTUO ACUERDO;4;34;6;3;1;3;6;1;11
1;Pichincha;MUTUO ACUERDO;12;30;6;1;1;1;6;1;11
1;Manabí;MUTUO ACUERDO;0;71;6;10;1;10;6;1;11
1;Manabí;MUTUO ACUERDO;16;38;6;1;1;1;6;10;11
1;Manabí;MUTUO ACUERDO;21;55;6;1;1;1;6;3;11
1;Pichincha;MUTUO ACUERDO;12;52;6;2;1;2;6;2;11
1;Manabí;MUTUO ACUERDO;31;54;6;3;1;3;6;4;11
1;Pichincha;MUTUO ACUERDO;5;31;6;10;1;10;6;10;11
1;Pichincha;ABANDONO;22;43;6;1;1;1;6;1;10
1;Pichincha;MUTUO ACUERDO;13;61;6;10;1;10;6;1;11
1;Pichincha;ABANDONO;16;36;6;1;1;1;6;2;11
1;Pichincha;MUTUO ACUERDO;2;27;6;1;1;1;6;10;11
1;Pichincha;MUTUO ACUERDO;14;43;6;3;1;3;6;1;11
1;Pichincha;MUTUO ACUERDO;24;47;6;3;0;3;6;3;11
1;Pichincha;ABANDONO;31;53;6;2;1;2;6;2;11
1;Pichincha;MUTUO ACUERDO;16;39;6;3;1;3;6;1;11
1;Pichincha;MUTUO ACUERDO;12;53;6;1;1;1;6;1;11
1;Pichincha;MUTUO ACUERDO;1;32;6;1;1;1;6;10;11
1;Manabí;MUTUO ACUERDO;5;55;6;1;1;1;6;1;11
1;Manabí;MUTUO ACUERDO;7;43;6;2;0;2;6;3;10
1;Manabí;MUTUO ACUERDO;10;34;6;1;1;1;6;1;11
1;Manabí;MUTUO ACUERDO;20;55;6;1;1;1;6;1;11
1;Manabí;ABANDONO;21;44;6;1;1;1;6;2;11
1;Guayas;MUTUO ACUERDO;21;49;6;3;1;3;6;3;11
1;Guayas;ABANDONO;8;33;9;1;1;1;6;3;11
1;Guayas;MUTUO ACUERDO;3;37;6;3;1;3;6;3;11
1;Guayas;ABANDONO;14;38;6;3;1;3;6;3;11
1;Manabí;MUTUO ACUERDO;16;44;6;3;1;3;6;3;11
1;Manabí;ABANDONO;22;45;6;4;0;4;6;2;11
1;Manabí;ABANDONO;11;41;6;1;1;1;6;10;11
1;Manabí;ABANDONO;3;24;6;1;1;1;6;1;10
1;Manabí;MUTUO ACUERDO;24;50;6;1;1;1;6;1;11
1;Manabí;ABANDONO;13;40;6;3;1;3;6;10;11
1;Manabí;ABANDONO;25;53;6;1;1;1;6;2;10
1;Manabí;ABANDONO;38;60;6;2;1;2;6;2;11
1;Manabí;MUTUO ACUERDO;32;59;6;1;1;1;6;2;11
1;Manabí;ABANDONO;13;42;6;1;1;1;6;1;11
