anio_insc;prov_insc;cau_div;dur_mat;edad_hom;p_etnica_hom;niv_insth;area_resh;edad_muj;p_etnica_muj;niv_instm;area_resm
2;Manabí;MUTUO ACUERDO;9;45;6;3;1;44;6;3;11
2;Pichincha;MUTUO ACUERDO;22;44;6;2;0;41;6;4;10
2;Pichincha;MUTUO ACUERDO;8;42;6;8;1;39;6;8;11
2;Pichincha;MUTUO ACUERDO;4;36;6;1;0;32;6;1;10
2;Pichincha;MUTUO ACUERDO;9;36;6;1;0;36;6;1;11
2;Carchi;ABANDONO;19;44;9;1;1;39;9;1;11
2;Pichincha;MUTUO ACUERDO;9;37;6;8;1;37;6;8;11
2;Pichincha;MUTUO ACUERDO;21;40;6;2;1;38;6;2;11
2;Pichincha;MUTUO ACUERDO;14;35;6;2;1;35;6;1;11
2;Santo Domingo de los Tsáchilas;MUTUO ACUERDO;17;43;6;2;0;39;6;2;11
2;Pichincha;ABANDONO;15;35;6;1;0;36;6;1;10
2;Pichincha;MUTUO ACUERDO;10;36;6;1;1;29;6;2;11
2;Pichincha;ABANDONO;13;39;6;1;1;37;6;9;11
2;Pichincha;MUTUO ACUERDO;20;36;6;1;1;35;6;1;11
2;Pichincha;MUTUO ACUERDO;17;37;6;4;1;37;6;3;11
2;Pichincha;MUTUO ACUERDO;6;34;6;1;1;36;8;1;11
2;Pichincha;MUTUO ACUERDO;10;39;6;1;1;29;6;1;11
2;Azuay;MUTUO ACUERDO;14;39;6;3;0;37;6;3;11
2;Pichincha;MUTUO ACUERDO;6;34;6;2;1;35;6;3;11
2;Pichincha;MUTUO ACUERDO;12;34;6;8;1;31;6;0;11
2;Pichincha;ABANDONO;9;38;6;1;1;30;6;1;11
2;Pichincha;MUTUO ACUERDO;1;37;6;1;1;34;6;8;10
2;Pichincha;ABANDONO;13;37;6;9;1;34;6;9;11
2;Pichincha;MUTUO ACUERDO;7;31;6;1;1;33;6;1;11
2;Pichincha;MUTUO ACUERDO;5;38;6;8;0;30;6;8;11
2;Pichincha;MUTUO ACUERDO;11;38;6;1;1;32;6;9;11
2;Pichincha;MUTUO ACUERDO;5;36;6;9;1;43;6;1;11
2;Pichincha;MUTUO ACUERDO;1;36;6;9;1;28;2;9;11
2;Pichincha;MUTUO ACUERDO;15;35;6;8;1;35;6;8;11
2;Pichincha;MUTUO ACUERDO;9;30;6;1;1;30;6;1;11
2;Pichincha;ABANDONO;2;31;6;9;1;31;6;9;11
2;Pichincha;ABANDONO;10;35;6;2;0;29;6;2;11
2;Pichincha;MUTUO ACUERDO;11;31;6;1;1;27;6;1;11
2;Pichincha;ABANDONO;11;30;6;1;0;41;6;1;10
2;Tungurahua;MUTUO ACUERDO;3;25;6;1;1;27;6;3;11
2;Pichincha;MUTUO ACUERDO;12;42;8;8;1;37;8;8;11
2;Pichincha;MUTUO ACUERDO;6;27;6;9;1;28;6;1;11
2;Pichincha;MUTUO ACUERDO;8;30;6;1;1;28;6;1;11
2;Pichincha;MUTUO ACUERDO;4;29;8;8;1;29;6;8;10
2;Tungurahua;MUTUO ACUERDO;33;58;6;1;1;56;6;1;11
2;Tungurahua;MUTUO ACUERDO;25;50;6;9;1;44;6;9;11
2;Tungurahua;MUTUO ACUERDO;20;47;6;1;1;40;6;1;11
2;Tungurahua;MUTUO ACUERDO;19;40;6;4;0;36;6;3;10
2;Pichincha;MUTUO ACUERDO;5;35;6;1;0;32;6;1;10
2;Tungurahua;ABANDONO;2;24;6;3;1;26;6;3;10
2;Guayas;ABANDONO;25;45;9;1;1;49;6;3;11
2;Sucumbíos;MUTUO ACUERDO;1;30;6;1;1;29;6;1;11
2;Orellana;MUTUO ACUERDO;17;40;6;1;1;41;6;1;11
2;Pichincha;MUTUO ACUERDO;6;31;6;1;1;31;6;1;11
2;Sucumbíos;MUTUO ACUERDO;4;29;6;1;1;28;6;1;11
2;Azuay;ABANDONO;33;54;6;2;0;48;6;2;10
2;Azuay;ABANDONO;24;45;6;2;1;46;6;4;10
2;Cañar;MUTUO ACUERDO;7;50;6;4;0;42;6;4;10
2;Azuay;MUTUO ACUERDO;13;50;6;2;1;30;5;2;11
2;Azuay;MUTUO ACUERDO;21;44;6;3;1;42;6;3;10
2;Azuay;ABANDONO;15;45;6;2;1;40;6;2;11
2;Azuay;MUTUO ACUERDO;13;43;6;4;0;40;6;4;10
2;Azuay;ABANDONO;22;47;7;1;1;43;6;4;10
2;Azuay;FALTA DE ARMONIA;21;39;6;9;1;38;6;9;11
2;Azuay;MUTUO ACUERDO;19;43;6;3;0;42;5;1;10
2;Azuay;MUTUO ACUERDO;10;39;6;4;1;36;6;4;11
2;Azuay;ABANDONO;7;34;6;1;1;36;6;1;11
2;Azuay;MUTUO ACUERDO;13;32;6;1;1;32;6;1;11
2;Azuay;ABANDONO;5;28;6;2;1;24;5;2;11
2;Orellana;MUTUO ACUERDO;7;26;6;1;1;26;6;1;11
2;Azuay;MUTUO ACUERDO;13;33;6;2;1;32;6;2;11
2;Azuay;MUTUO ACUERDO;7;32;6;4;0;31;6;1;11
2;Azuay;MUTUO ACUERDO;1;28;6;4;1;25;1;4;11
2;Azuay;ABANDONO;9;27;6;4;1;24;6;4;11
2;Pichincha;ABANDONO;4;27;6;1;1;34;6;1;11
2;El Oro;MUTUO ACUERDO;1;33;6;7;1;27;6;3;11
2;Tungurahua;ABANDONO;1;48;Afroecuatoriano/Afrodescendiente;4;0;40;1;4;11
2;Bolívar;ABANDONO;6;33;6;4;1;33;6;2;11
2;Cañar;ABANDONO;36;56;6;4;1;52;6;4;11
2;Cañar;ABANDONO;25;45;6;4;1;48;6;4;11
2;Cañar;MUTUO ACUERDO;22;39;6;4;0;44;6;1;11
2;Cañar;ABANDONO;21;41;6;1;0;37;6;1;10
2;Cañar;MUTUO ACUERDO;8;32;6;1;1;26;6;1;11
2;Cañar;ABANDONO;19;37;6;4;1;34;6;1;10
2;Cañar;MUTUO ACUERDO;10;35;6;1;0;30;6;1;10
2;Cañar;FALTA DE ARMONIA;5;24;6;1;1;25;6;1;11
2;Carchi;MUTUO ACUERDO;35;61;9;0;1;58;9;0;11
2;Carchi;MUTUO ACUERDO;39;61;9;2;1;60;9;2;11
2;Carchi;ABANDONO;3;58;6;1;1;48;6;9;10
2;Pichincha;MUTUO ACUERDO;9;35;6;2;1;28;6;1;10
2;Imbabura;ABANDONO;8;31;6;4;1;26;6;4;11
2;Cotopaxi;MUTUO ACUERDO;6;53;6;9;1;35;6;9;11
2;Pichincha;MUTUO ACUERDO;14;52;6;9;1;49;6;9;11
2;Sucumbíos;ABANDONO;1;52;6;9;1;52;6;9;11
2;Cotopaxi;MUTUO ACUERDO;9;29;6;3;0;27;6;3;11
2;Cotopaxi;MUTUO ACUERDO;6;25;6;1;1;31;6;4;11
2;Chimborazo;ABANDONO;39;61;6;4;1;62;6;4;11
2;Chimborazo;ABANDONO;44;62;Afroecuatoriano/Afrodescendiente;4;0;61;1;4;10
2;Chimborazo;ABANDONO;26;54;6;3;1;47;6;3;11
2;El Oro;ABANDONO;23;47;6;4;1;39;6;7;11
2;Morona Santiago;MUTUO ACUERDO;5;44;6;3;1;26;6;3;11
2;Chimborazo;ABANDONO;20;42;6;1;1;38;6;1;11
2;Chimborazo;ABANDONO;16;37;6;1;1;36;6;9;11
2;Chimborazo;ABANDONO;24;41;Afroecuatoriano/Afrodescendiente;4;1;45;1;4;11
2;Chimborazo;MUTUO ACUERDO;14;39;6;3;1;31;6;2;10
2;Chimborazo;ABANDONO;2;27;6;1;1;27;6;1;11
2;Pichincha;MUTUO ACUERDO;10;32;Afroecuatoriano/Afrodescendiente;1;1;39;1;1;11
2;Chimborazo;ABANDONO;10;30;Afroecuatoriano/Afrodescendiente;3;1;30;1;3;10
2;Chimborazo;MUTUO ACUERDO;7;26;6;3;1;23;6;3;11
2;Chimborazo;MUTUO ACUERDO;8;29;6;1;1;28;6;1;11
2;Santa Elena;MUTUO ACUERDO;18;53;6;1;1;39;6;1;11
2;Guayas;MUTUO ACUERDO;11;52;6;3;1;39;6;3;11
2;El Oro;ABANDONO;16;46;6;3;0;43;6;9;10
2;El Oro;MUTUO ACUERDO;7;36;6;9;1;30;6;9;11
2;Azuay;ABANDONO;23;40;9;5;1;38;6;2;11
2;Guayas;ABANDONO;0;35;6;3;1;36;6;3;11
2;Azuay;ABANDONO;4;32;6;3;1;28;6;3;11
2;El Oro;ABANDONO;7;33;6;4;1;39;6;3;11
2;El Oro;ABANDONO;8;32;6;3;1;28;6;3;11
2;El Oro;ABANDONO;3;26;6;3;1;23;6;3;11
2;Esmeraldas;MUTUO ACUERDO;37;75;6;4;1;57;6;2;11
2;El Oro;MUTUO ACUERDO;8;38;6;3;1;34;6;3;11
2;Pichincha;MUTUO ACUERDO;9;48;6;1;0;37;6;1;10
2;Santa Elena;MUTUO ACUERDO;34;73;6;4;1;73;6;2;11
2;Guayas;MUTUO ACUERDO;42;70;6;3;1;57;6;3;11
2;Guayas;MUTUO ACUERDO;45;70;6;3;1;65;6;3;11
2;Guayas;MUTUO ACUERDO;43;63;6;3;1;59;6;1;11
2;Guayas;ABANDONO;14;55;6;3;1;36;6;3;11
2;Guayas;ABANDONO;30;55;6;3;1;51;6;3;11
2;Zamora Chinchipe;ABANDONO;31;54;6;1;1;51;6;2;11
2;Guayas;MUTUO ACUERDO;27;53;6;3;1;50;6;3;11
2;Guayas;MUTUO ACUERDO;7;48;6;3;1;40;6;3;11
2;Guayas;ABANDONO;18;51;6;3;1;48;6;3;11
2;Guayas;MUTUO ACUERDO;23;48;6;3;1;47;6;3;11
2;Guayas;MUTUO ACUERDO;18;51;6;3;1;48;6;3;11
2;Guayas;MUTUO ACUERDO;22;51;6;1;1;43;6;3;11
2;Guayas;MUTUO ACUERDO;21;49;6;3;1;49;6;3;11
2;El Oro;MUTUO ACUERDO;4;51;6;3;1;46;6;9;11
2;Guayas;MUTUO ACUERDO;19;48;6;3;1;49;6;3;11
2;Guayas;ABANDONO;1;45;6;4;1;43;6;4;11
2;Guayas;MUTUO ACUERDO;10;47;6;4;1;36;6;3;11
2;Guayas;MUTUO ACUERDO;16;40;6;3;1;30;6;3;11
2;Guayas;MUTUO ACUERDO;29;46;6;3;1;47;6;3;11
2;Guayas;ABANDONO;7;47;6;3;1;37;6;1;11
2;Guayas;MUTUO ACUERDO;27;48;6;3;1;49;6;3;11
2;Guayas;MUTUO ACUERDO;19;64;8;3;1;46;6;3;11
2;Guayas;ABANDONO;16;41;6;3;1;45;6;3;11
2;Santa Elena;MUTUO ACUERDO;21;42;6;1;1;34;6;1;11
2;Guayas;MUTUO ACUERDO;6;33;6;3;1;34;6;3;11
2;Guayas;MUTUO ACUERDO;17;42;6;3;1;39;6;3;11
2;Guayas;ABANDONO;14;42;6;3;1;36;6;3;11
2;Manabí;MUTUO ACUERDO;3;38;6;9;1;36;6;8;11
2;Guayas;MUTUO ACUERDO;10;35;6;9;1;34;6;2;11
2;Azuay;ABANDONO;17;42;6;2;1;47;6;2;10
2;Guayas;MUTUO ACUERDO;21;43;6;3;1;39;6;3;11
2;Guayas;ABANDONO;8;38;6;3;1;32;6;3;11
2;Loja;ABANDONO;8;38;6;4;1;40;6;3;11
2;Santa Elena;MUTUO ACUERDO;4;35;6;1;1;35;6;1;11
2;Los Ríos;MUTUO ACUERDO;11;38;6;1;1;38;6;1;11
2;Guayas;MUTUO ACUERDO;11;29;6;9;1;29;6;0;11
2;Azuay;DESCONOCIDO;6;26;6;8;1;25;6;8;11
2;Guayas;ABANDONO;3;37;6;9;1;35;6;1;11
2;Guayas;ABANDONO;9;32;6;4;1;31;6;9;11
2;El Oro;ABANDONO;7;32;6;4;1;33;6;2;11
2;Guayas;MUTUO ACUERDO;5;31;6;1;1;26;6;1;11
2;Guayas;ABANDONO;2;32;6;3;1;31;6;3;11
2;Guayas;ABANDONO;8;27;6;1;1;29;6;3;11
2;Guayas;ABANDONO;6;27;6;3;1;25;6;3;11
2;Guayas;MUTUO ACUERDO;4;26;6;9;1;28;6;9;11
2;Guayas;ABANDONO;4;28;8;3;1;25;4;3;11
2;Imbabura;ABANDONO;20;72;6;2;0;54;6;2;10
2;Guayas;MUTUO ACUERDO;11;70;6;3;1;62;6;3;11
2;Imbabura;ABANDONO;36;56;6;4;1;52;6;4;11
2;Imbabura;ABANDONO;3;45;6;4;1;40;6;4;11
2;Pichincha;ABANDONO;4;37;6;2;0;33;6;1;11
2;Imbabura;MUTUO ACUERDO;10;29;6;4;1;28;6;4;11
2;Imbabura;FALTA DE ARMONIA;1;35;6;4;1;35;6;4;11
2;Imbabura;ABANDONO;5;31;6;2;1;26;6;2;11
2;Loja;ABANDONO;13;44;6;4;1;43;6;4;11
2;Pichincha;MUTUO ACUERDO;19;42;6;1;0;40;6;1;10
2;Loja;ABANDONO;16;40;6;3;1;38;6;9;11
2;Loja;MUTUO ACUERDO;11;39;6;4;1;37;6;4;11
2;Loja;ABANDONO;0;29;6;3;0;36;6;4;10
2;Loja;ABANDONO;6;30;6;3;1;27;6;1;11
2;Loja;ABANDONO;5;28;6;1;1;22;6;1;11
2;Los Ríos;MUTUO ACUERDO;29;49;6;2;1;44;6;2;11
2;Los Ríos;MUTUO ACUERDO;22;43;6;3;1;42;6;9;11
2;El Oro;ABANDONO;3;37;6;4;1;65;6;3;11
2;Guayas;MUTUO ACUERDO;0;26;6;3;1;26;6;3;11
2;Manabí;MUTUO ACUERDO;36;60;6;9;1;58;6;9;11
2;Manabí;MUTUO ACUERDO;26;66;6;2;1;50;6;2;11
2;Manabí;MUTUO ACUERDO;34;55;6;9;1;51;6;1;11
2;Manabí;MUTUO ACUERDO;31;55;6;4;1;54;6;1;11
2;Manabí;ABANDONO;29;50;6;1;1;47;6;1;11
2;Manabí;MUTUO ACUERDO;26;48;6;2;1;43;6;2;11
2;Manabí;ABANDONO;4;33;6;2;1;32;6;1;10
2;Manabí;ABANDONO;29;51;5;4;1;44;6;2;10
2;Manabí;MUTUO ACUERDO;23;47;6;4;1;39;6;4;11
2;Manabí;MUTUO ACUERDO;27;48;6;2;1;46;6;1;11
2;Manabí;MUTUO ACUERDO;20;43;6;2;1;40;6;2;11
2;Manabí;MUTUO ACUERDO;25;45;6;1;1;44;6;2;10
2;Santa Elena;ABANDONO;8;40;6;1;1;32;6;1;11
2;Manabí;FALTA DE ARMONIA;16;35;5;9;1;35;5;9;11
2;Manabí;MUTUO ACUERDO;15;37;6;9;1;36;6;9;11
2;Manabí;ABANDONO;11;34;6;1;1;47;6;1;11
2;Manabí;ABANDONO;14;34;6;9;1;35;6;9;11
2;Galápagos;MUTUO ACUERDO;6;29;6;2;1;40;6;1;11
2;Pichincha;MUTUO ACUERDO;6;32;6;1;1;34;6;9;11
2;Pichincha;MUTUO ACUERDO;10;34;6;9;1;30;6;9;11
2;Manabí;MUTUO ACUERDO;10;34;6;1;1;34;6;1;11
2;Manabí;MUTUO ACUERDO;10;33;6;1;1;32;6;1;11
2;Azuay;FALTA DE ARMONIA;1;22;6;1;1;22;6;1;11
2;Manabí;ABANDONO;4;25;6;1;1;24;6;1;11
2;Pichincha;MUTUO ACUERDO;11;51;6;1;0;40;8;3;10
2;Pastaza;ABANDONO;12;46;Afroecuatoriano/Afrodescendiente;4;0;44;6;9;11
2;Pichincha;ABANDONO;17;38;6;3;1;40;6;1;11
2;Loja;MUTUO ACUERDO;10;33;6;9;1;31;6;3;11
2;Pastaza;MUTUO ACUERDO;14;38;6;9;1;38;6;9;11
2;Tungurahua;MUTUO ACUERDO;7;32;6;8;1;29;6;9;11
2;Pichincha;ABANDONO;35;69;6;9;1;62;6;9;11
2;Pichincha;ABANDONO;36;59;6;1;1;52;6;4;11
2;Pichincha;ABANDONO;33;63;6;8;1;58;6;1;11
2;Pastaza;MUTUO ACUERDO;8;61;6;9;1;55;9;9;11
2;Pichincha;MUTUO ACUERDO;24;49;6;1;0;47;6;1;11
2;Manabí;MUTUO ACUERDO;32;57;6;1;1;56;5;1;11
2;Pichincha;MUTUO ACUERDO;37;66;6;2;1;55;6;2;11
2;Pichincha;ABANDONO;28;59;6;9;1;51;6;1;11
2;Pichincha;ABANDONO;2;46;6;1;1;46;6;8;11
2;Pichincha;MUTUO ACUERDO;29;51;6;8;1;50;6;8;11
2;Santo Domingo de los Tsáchilas;MUTUO ACUERDO;30;55;6;2;1;53;6;3;11
2;Pichincha;MUTUO ACUERDO;3;47;6;1;1;40;6;9;11
2;Pichincha;MUTUO ACUERDO;16;47;6;4;1;41;6;1;11
2;Pichincha;MUTUO ACUERDO;24;53;6;9;1;47;6;1;11
2;El Oro;FALTA DE ARMONIA;11;53;6;5;1;36;6;9;11
2;Pichincha;MUTUO ACUERDO;24;50;6;3;1;45;6;9;11
2;Pichincha;MUTUO ACUERDO;24;52;6;1;0;61;6;1;10
2;Pichincha;MUTUO ACUERDO;19;45;6;1;1;47;6;1;11
2;Azuay;MUTUO ACUERDO;30;51;6;3;1;48;6;3;11
2;Imbabura;MUTUO ACUERDO;32;50;6;4;1;50;6;4;11
2;Pichincha;MUTUO ACUERDO;23;50;6;1;0;49;6;1;10
2;Pichincha;MUTUO ACUERDO;19;52;6;1;0;34;6;1;10
2;Pichincha;ABANDONO;25;48;6;1;1;49;6;9;11
2;Pichincha;ABANDONO;26;48;6;2;1;45;6;1;11
2;Pichincha;MUTUO ACUERDO;13;45;6;3;1;45;6;1;11
2;Pichincha;MUTUO ACUERDO;7;42;6;8;0;43;6;8;11
2;Pichincha;MUTUO ACUERDO;21;48;6;3;1;46;6;1;11
2;Pichincha;MUTUO ACUERDO;26;49;6;1;0;52;6;1;10
2;Pichincha;FALTA DE ARMONIA;11;41;6;9;1;41;6;1;11
2;Pichincha;MUTUO ACUERDO;7;41;6;1;1;34;6;1;11
2;Pichincha;MUTUO ACUERDO;21;46;6;8;1;45;6;8;11
2;Cotopaxi;MUTUO ACUERDO;6;43;6;3;1;34;6;1;11
2;Pichincha;ABANDONO;21;44;6;1;1;39;6;1;11
2;Pichincha;MUTUO ACUERDO;25;46;6;1;1;50;6;1;11
2;Santo Domingo de los Tsáchilas;MUTUO ACUERDO;16;45;6;2;1;40;6;2;11
2;Pichincha;MUTUO ACUERDO;12;38;6;8;1;37;6;1;11
2;Pichincha;MUTUO ACUERDO;17;44;6;9;1;38;6;9;11
2;Pichincha;MUTUO ACUERDO;1;38;6;8;1;37;6;8;11
2;Pichincha;MUTUO ACUERDO;12;37;6;9;1;37;6;8;11
2;Pichincha;MUTUO ACUERDO;13;35;6;8;0;37;6;8;11
2;Pichincha;MUTUO ACUERDO;18;40;6;1;1;37;6;1;11
2;Carchi;ABANDONO;20;37;9;2;1;35;9;2;11
2;Tungurahua;MUTUO ACUERDO;5;35;6;9;0;26;6;1;11
2;Pichincha;ABANDONO;9;39;6;8;1;33;6;9;11
2;Pichincha;MUTUO ACUERDO;16;39;6;1;1;36;6;1;10
2;Manabí;MUTUO ACUERDO;8;38;6;2;1;34;6;1;11
2;Pichincha;MUTUO ACUERDO;14;39;6;1;1;35;6;1;11
2;Pichincha;MUTUO ACUERDO;15;37;6;1;1;37;5;1;11
2;Pichincha;MUTUO ACUERDO;17;38;6;3;1;38;6;1;11
2;Pichincha;MUTUO ACUERDO;16;38;6;1;0;36;6;1;10
2;Pichincha;ABANDONO;15;37;6;1;1;37;6;1;11
2;Chimborazo;MUTUO ACUERDO;0;37;6;1;1;26;6;1;11
2;Pichincha;MUTUO ACUERDO;6;35;6;1;0;27;6;1;10
2;Pichincha;MUTUO ACUERDO;13;33;6;9;0;32;6;9;10
2;Pichincha;MUTUO ACUERDO;10;33;6;3;1;30;6;2;11
2;Pichincha;MUTUO ACUERDO;4;34;7;8;1;34;6;8;11
2;Pichincha;ABANDONO;13;38;6;4;0;33;6;1;11
2;Imbabura;ABANDONO;7;34;6;4;1;32;6;4;11
2;Pichincha;ABANDONO;13;31;6;9;1;42;6;1;11
2;Pichincha;ABANDONO;11;34;6;2;0;33;6;2;10
2;Santo Domingo de los Tsáchilas;MUTUO ACUERDO;8;31;6;1;1;26;6;1;11
2;Pichincha;ABANDONO;10;30;6;4;1;29;6;3;11
2;Manabí;MUTUO ACUERDO;10;31;6;2;1;32;6;2;11
2;Pichincha;MUTUO ACUERDO;1;30;6;8;1;33;6;8;11
2;Pichincha;MUTUO ACUERDO;8;30;6;1;0;30;6;1;10
2;Pichincha;MUTUO ACUERDO;1;20;6;1;1;20;6;1;11
2;Pichincha;ABANDONO;3;29;7;6;1;34;6;9;11
2;Pichincha;MUTUO ACUERDO;2;41;6;9;1;33;6;9;11
2;Tungurahua;MUTUO ACUERDO;24;53;6;3;1;46;6;3;11
2;Tungurahua;MUTUO ACUERDO;15;43;6;9;1;32;6;3;11
2;Tungurahua;MUTUO ACUERDO;31;54;6;4;0;54;6;1;10
2;Tungurahua;ABANDONO;26;51;6;1;0;53;6;8;10
2;Tungurahua;MUTUO ACUERDO;27;50;6;2;1;47;6;2;11
2;Tungurahua;MUTUO ACUERDO;28;47;6;4;0;47;6;4;10
2;Tungurahua;MUTUO ACUERDO;24;45;6;1;1;42;6;4;11
2;Tungurahua;MUTUO ACUERDO;14;40;6;2;1;32;6;3;11
2;Tungurahua;MUTUO ACUERDO;15;36;6;3;0;37;6;2;11
2;Tungurahua;ABANDONO;9;34;6;4;1;37;6;2;11
2;Tungurahua;ABANDONO;14;33;6;1;1;32;6;1;11
2;Tungurahua;MUTUO ACUERDO;3;22;6;1;0;20;6;1;10
2;Tungurahua;ABANDONO;4;24;6;1;0;30;6;1;10
2;Tungurahua;AMENAZA CONTRA LA VIDA;4;25;6;2;1;24;6;1;11
2;Azuay;MUTUO ACUERDO;12;47;6;3;1;48;6;9;11
2;Azuay;ABANDONO;8;54;6;3;0;41;6;3;11
2;Azuay;MUTUO ACUERDO;13;47;6;1;1;46;6;9;11
2;Azuay;MUTUO ACUERDO;34;52;6;1;1;53;6;1;11
2;Azuay;MUTUO ACUERDO;24;48;6;2;1;41;6;3;10
2;Pichincha;MUTUO ACUERDO;5;46;6;8;0;39;6;9;10
2;Azuay;ABANDONO;26;46;6;1;1;43;9;2;10
2;El Oro;MUTUO ACUERDO;8;33;6;3;1;31;6;9;11
2;Azuay;ABANDONO;19;39;6;2;1;41;6;2;11
2;Azuay;ABANDONO;3;26;9;1;0;25;6;8;11
2;Azuay;MUTUO ACUERDO;7;30;6;3;1;26;6;1;11
2;Azuay;MUTUO ACUERDO;5;27;6;8;1;23;6;1;10
2;Bolívar;ABANDONO;40;60;Afroecuatoriano/Afrodescendiente;8;0;62;1;2;10
2;Bolívar;MUTUO ACUERDO;18;42;6;9;1;37;6;1;11
2;Bolívar;ABANDONO;22;42;6;1;1;42;6;1;11
2;Pichincha;MUTUO ACUERDO;11;35;6;9;1;34;6;8;11
2;Chimborazo;ABANDONO;5;35;6;3;1;43;6;3;10
2;Cañar;MUTUO ACUERDO;29;57;6;4;1;45;6;4;10
2;Azuay;ABANDONO;31;55;9;2;0;49;6;3;11
2;Pichincha;ABANDONO;23;55;6;1;0;43;6;2;11
2;Cañar;ABANDONO;21;46;6;4;1;43;6;1;11
2;Cañar;ABANDONO;22;40;6;4;1;43;6;4;11
2;Cañar;ABANDONO;19;41;6;1;1;40;6;1;10
2;Azuay;MUTUO ACUERDO;10;35;6;9;1;36;6;9;11
2;Azuay;MUTUO ACUERDO;14;41;6;4;0;33;6;4;11
2;Cañar;ABANDONO;21;40;6;4;0;41;6;4;10
2;Cañar;MUTUO ACUERDO;20;38;6;1;0;38;6;1;11
2;Cañar;MUTUO ACUERDO;10;29;6;4;1;32;6;4;11
2;Azuay;MUTUO ACUERDO;10;29;6;9;1;26;6;9;10
2;Azuay;MUTUO ACUERDO;12;33;6;3;1;30;6;3;11
2;Cañar;MUTUO ACUERDO;3;26;6;1;0;26;6;1;11
2;Cañar;ABANDONO;8;28;6;1;1;26;6;4;11
2;Pichincha;MUTUO ACUERDO;38;59;6;8;1;58;6;4;11
2;Carchi;MUTUO ACUERDO;9;37;6;4;1;33;6;4;11
2;Esmeraldas;MUTUO ACUERDO;12;69;6;9;1;40;6;9;11
2;Pichincha;MUTUO ACUERDO;29;53;6;3;1;49;6;9;11
2;Pichincha;MUTUO ACUERDO;8;42;6;1;1;36;6;1;11
2;Cotopaxi;MUTUO ACUERDO;8;38;6;1;1;28;6;4;11
2;Cotopaxi;ABANDONO;16;33;9;5;1;35;6;3;10
2;Cotopaxi;ABANDONO;2;23;6;1;1;21;6;1;11
2;Chimborazo;ABANDONO;12;54;6;4;0;33;6;3;11
2;Tungurahua;MUTUO ACUERDO;22;49;6;4;1;41;6;1;10
2;Chimborazo;MUTUO ACUERDO;7;45;6;3;1;45;6;3;11
2;Chimborazo;MUTUO ACUERDO;15;40;6;9;1;41;6;5;11
2;Chimborazo;MUTUO ACUERDO;21;42;6;2;1;40;6;3;11
2;Chimborazo;MUTUO ACUERDO;22;41;Afroecuatoriano/Afrodescendiente;4;0;38;1;4;10
2;Chimborazo;MUTUO ACUERDO;4;30;Afroecuatoriano/Afrodescendiente;4;0;26;1;4;11
2;Chimborazo;MUTUO ACUERDO;4;24;Afroecuatoriano/Afrodescendiente;1;1;25;1;3;10
2;Chimborazo;ABANDONO;10;33;6;3;1;33;6;3;11
2;Chimborazo;ABANDONO;15;34;Afroecuatoriano/Afrodescendiente;4;0;32;1;4;10
2;Chimborazo;ABANDONO;7;32;6;1;0;24;6;2;10
2;Chimborazo;MUTUO ACUERDO;8;29;Afroecuatoriano/Afrodescendiente;1;0;29;1;1;10
2;Cotopaxi;MUTUO ACUERDO;6;33;6;4;0;20;6;2;10
2;Guayas;ABANDONO;20;46;8;3;1;36;6;3;11
2;El Oro;MUTUO ACUERDO;30;63;6;4;1;52;6;3;11
2;El Oro;ABANDONO;27;55;6;3;1;60;6;9;11
2;El Oro;MUTUO ACUERDO;34;54;6;4;1;47;6;4;11
2;El Oro;MUTUO ACUERDO;12;44;6;4;1;45;6;3;11
2;El Oro;MUTUO ACUERDO;8;39;6;9;1;37;6;9;11
2;El Oro;MUTUO ACUERDO;19;40;6;9;1;41;6;3;11
2;El Oro;MUTUO ACUERDO;17;41;6;9;1;43;6;9;11
2;El Oro;ABANDONO;11;38;6;9;1;35;6;3;11
2;Pichincha;ABANDONO;7;35;6;9;1;41;6;3;11
2;El Oro;MUTUO ACUERDO;6;34;6;3;0;67;6;3;10
2;Azuay;MUTUO ACUERDO;6;34;6;1;1;27;6;1;11
2;El Oro;ABANDONO;11;29;6;3;1;40;6;3;11
2;Pichincha;MUTUO ACUERDO;4;30;6;1;1;31;6;1;11
2;El Oro;MUTUO ACUERDO;6;28;6;4;1;27;6;3;10
2;Esmeraldas;ADULTERIO;42;67;6;8;1;60;4;3;11
2;Esmeraldas;FALTA DE ARMONIA;30;57;4;3;1;47;6;1;11
2;Esmeraldas;ADULTERIO;9;54;6;9;1;40;6;9;11
2;Esmeraldas;ADULTERIO;8;49;4;2;1;46;4;3;11
2;Guayas;ABANDONO;50;79;6;3;1;64;5;3;11
2;Manabí;ABANDONO;46;78;6;2;1;78;6;2;11
2;Guayas;MUTUO ACUERDO;31;65;5;3;1;54;6;3;11
2;Guayas;MUTUO ACUERDO;35;59;6;4;1;63;6;3;11
2;Guayas;MUTUO ACUERDO;38;58;6;3;1;64;6;3;11
2;Manabí;MUTUO ACUERDO;29;56;6;9;1;47;6;1;11
2;Guayas;MUTUO ACUERDO;32;57;7;3;1;51;6;3;11
2;Cañar;MUTUO ACUERDO;27;55;6;4;1;55;6;4;11
2;Guayas;MUTUO ACUERDO;20;56;6;1;1;56;6;3;11
2;Manabí;DESCONOCIDO;34;57;5;2;1;57;5;3;11
2;Guayas;ABANDONO;35;53;6;3;1;56;6;3;11
